     0.000000000        0.5684386119E-03
    0.1599999960E-02    0.1503444844E-02
    0.3199999919E-02    0.2765274761E-02
    0.4800000228E-02    0.4099474083E-02
    0.6399999838E-02    0.6410995746E-02
    0.8000000380E-02    0.9458044545E-02
    0.9600000456E-02    0.1345580424E-01
    0.1119999960E-01    0.2021834286E-01
    0.1279999968E-01    0.3220549285E-01
    0.1439999975E-01    0.5243527248E-01
    0.1600000076E-01    0.8475206982E-01
    0.1759999990E-01    0.1348316986    
    0.1920000091E-01    0.2123634923    
    0.2080000006E-01    0.3317202596    
    0.2239999920E-01    0.5151327124    
    0.2400000021E-01    0.7978074799    
    0.2559999935E-01     1.230644299    
    0.2720000036E-01     1.888134429    
    0.2879999951E-01     2.881745344    
    0.3040000051E-01     4.376038571    
    0.3200000152E-01     6.612757958    
    0.3359999880E-01     9.941733920    
    0.3519999981E-01     14.86821912    
    0.3680000082E-01     22.12112885    
    0.3840000182E-01     32.73666233    
    0.3999999911E-01     48.18549696    
    0.4160000011E-01     70.55264949    
    0.4320000112E-01     102.7648233    
    0.4479999840E-01     148.9069259    
    0.4639999941E-01     214.6475293    
    0.4800000042E-01     307.7988832    
    0.4960000142E-01     439.0621842    
    0.5119999871E-01     622.9900836    
    0.5279999971E-01     879.2718896    
    0.5440000072E-01     1234.409254    
    0.5600000173E-01     1723.807698    
    0.5759999901E-01     2394.470278    
    0.5920000002E-01     3308.409987    
    0.6080000103E-01     4546.864431    
    0.6239999831E-01     6215.562107    
    0.6400000304E-01     8451.198737    
    0.6560000032E-01     11429.33139    
    0.6719999760E-01     15373.89327    
    0.6880000234E-01     20568.41802    
    0.7039999962E-01     27369.37583    
    0.7199999690E-01     36221.77865    
    0.7360000163E-01     47676.95917    
    0.7519999892E-01     62412.86565    
    0.7680000365E-01     81256.78414    
    0.7840000093E-01     105210.1412    
    0.7999999821E-01     135475.2530    
    0.8160000294E-01     173483.3812    
    0.8320000023E-01     220923.5537    
    0.8479999751E-01     279771.1213    
    0.8640000224E-01     352314.2859    
    0.8799999952E-01     441177.5968    
    0.8959999681E-01     549340.3320    
    0.9120000154E-01     680146.7548    
    0.9279999882E-01     837306.3106    
    0.9440000355E-01     1024880.875    
    0.9600000083E-01     1247255.875    
    0.9759999812E-01     1509092.530    
    0.9920000285E-01     1815257.933    
    0.1008000001         2170731.073    
    0.1023999974         2580482.418    
    0.1040000021         3049324.770    
    0.1055999994         3581736.931    
    0.1071999967         4181661.012    
    0.1088000014         4852274.986    
    0.1103999987         5595746.124    
    0.1120000035         6412970.841    
    0.1136000007         7303309.421    
    0.1151999980         8264326.515    
    0.1168000028         9291548.147    
    0.1184000000         10378250.72    
    0.1199999973         11515296.50    
    0.1216000021         12691028.23    
    0.1231999993         13891239.85    
    0.1247999966         15099237.17    
    0.1263999939         16295998.56    
    0.1280000061         17460445.80    
    0.1296000034         18569829.24    
    0.1312000006         19600228.40    
    0.1327999979         20527162.06    
    0.1343999952         21326294.57    
    0.1360000074         21974223.45    
    0.1376000047         22449324.06    
    0.1392000020         22732619.61    
    0.1407999992         22808645.38    
    0.1423999965         22666269.50    
    0.1439999938         22299430.01    
    0.1456000060         21707749.12    
    0.1472000033         20896986.86    
    0.1488000005         19879302.54    
    0.1503999978         18673296.77    
    0.1519999951         17303814.07    
    0.1536000073         15801500.17    
    0.1552000046         14202115.10    
    0.1568000019         12545614.39    
    0.1583999991         10875025.74    
    0.1599999964         9235157.678    
    0.1615999937         7671186.170    
    0.1632000059         6227173.712    
    0.1648000032         4944579.810    
    0.1664000005         3860825.364    
    0.1679999977         3007971.841    
    0.1695999950         2411572.561    
    0.1712000072         2089747.644    
    0.1728000045         2052523.643    
    0.1744000018         2301467.510    
    0.1759999990         2829631.440    
    0.1775999963         3621810.711    
    0.1791999936         4655102.449    
    0.1808000058         5899739.495    
    0.1824000031         7320161.850    
    0.1840000004         8876277.554    
    0.1855999976         10524857.37    
    0.1871999949         12221003.73    
    0.1888000071         13919631.71    
    0.1904000044         15576902.45    
    0.1920000017         17151553.77    
    0.1935999990         18606079.47    
    0.1951999962         19907718.27    
    0.1967999935         21029222.80    
    0.1984000057         21949391.14    
    0.2000000030         22653355.76    
    0.2016000003         23132633.87    
    0.2031999975         23384954.45    
    0.2047999948         23413886.46    
    0.2064000070         23228297.20    
    0.2080000043         22841676.15    
    0.2096000016         22271362.06    
    0.2111999989         21537711.43    
    0.2127999961         20663246.19    
    0.2143999934         19671813.64    
    0.2160000056         18587789.47    
    0.2176000029         17435349.17    
    0.2192000002         16237826.02    
    0.2207999974         15017169.65    
    0.2223999947         13793513.21    
    0.2240000069         12584850.52    
    0.2256000042         11406821.05    
    0.2272000015         10272596.22    
    0.2287999988         9192856.759    
    0.2303999960         8175849.563    
    0.2319999933         7227509.986    
    0.2336000055         6351635.738    
    0.2352000028         5550098.822    
    0.2368000001         4823082.040    
    0.2383999974         4169328.179    
